subject_id,n_epocas_treino,lda_cv_acuracia,lda_cv_desvio,lda_cv_kappa,lda_cv_kappa_desvio,svm_cv_acuracia,svm_cv_desvio,svm_cv_kappa,svm_cv_kappa_desvio,svm_melhores_parametros,erro
1,400,75.75,4.1907636535600545,0.5192413651600397,0.07865791167982555,75.75,3.8810436740650074,0.517962320143004,0.07452076576596207,"{'svc__C': 1, 'svc__gamma': 0.1}",
2,400,59.74999999999999,7.110731326663943,0.1926435451816416,0.14675338408534044,61.25000000000001,7.267220926874317,0.2251888778106948,0.15603668572742582,"{'svc__C': 10, 'svc__gamma': 0.01}",
3,400,54.50000000000001,8.276472678623424,0.11964276282725347,0.15212131176376284,54.25000000000001,9.290452088031023,0.09869173848024873,0.17164105561307816,"{'svc__C': 10, 'svc__gamma': 0.1}",
4,420,92.85714285714286,3.194382824999699,0.8549945639089239,0.0644520468922862,93.57142857142857,3.021089890583218,0.869553930195392,0.06090654967210267,"{'svc__C': 1, 'svc__gamma': 1}",
5,420,76.66666666666666,6.28138378965377,0.5315476237070235,0.12348848917253362,78.33333333333333,3.757079485252262,0.5667997026307929,0.07389108241996023,"{'svc__C': 10, 'svc__gamma': 'scale'}",
6,400,75.75,5.482928049865326,0.5092904295282554,0.10604968188417452,76.49999999999999,4.5,0.5242982652498165,0.08699075717116304,"{'svc__C': 0.1, 'svc__gamma': 0.1}",
7,400,72.0,6.59545297913646,0.43364211620099996,0.13520898186651417,73.5,6.538348415311011,0.4604513916906295,0.14270517911033256,"{'svc__C': 100, 'svc__gamma': 0.01}",
8,440,70.45454545454545,5.473452081269225,0.40303091930261503,0.10792997635407722,75.0,5.378254348272379,0.49949675640369734,0.10121859665977405,"{'svc__C': 1, 'svc__gamma': 'scale'}",
9,400,74.75,6.466258578188781,0.4933109401478507,0.1315939344194762,76.75,7.504165509901817,0.5293068585713706,0.15189851875405755,"{'svc__C': 10, 'svc__gamma': 0.1}",
